Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
0.0,1.0,0.0,0.0,,0.0,0.0,6.0,10.0,3.0,10.25,0.0,0.0,6.0,7.0,1.0,12.0,0.0,13.9,-0.3,0.79,Dropout
0.0,1.0,0.0,1.0,19.0,0.0,0.0,,8.0,8.0,14.11,0.0,0.0,8.0,8.0,,14.11,0.0,9.4,-0.8,-3.12,Graduate
0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,9.0,5.0,12.4,0.0,0.0,6.0,10.0,3.0,10.666666666666666,0.0,10.8,1.4,1.74,Dropout
0.0,0.0,0.0,0.0,21.0,0.0,0.0,6.0,,6.0,12.0,0.0,0.0,6.0,,6.0,,0.0,10.8,1.4,1.74,
0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,6.0,,14.833333333333334,0.0,,6.0,6.0,6.0,13.5,0.0,11.1,0.6,2.02,Graduate
0.0,1.0,0.0,1.0,20.0,0.0,0.0,6.0,7.0,,,0.0,0.0,6.0,7.0,6.0,13.5,0.0,13.9,-0.3,0.79,Graduate
0.0,1.0,0.0,1.0,18.0,0.0,0.0,5.0,7.0,5.0,11.6,0.0,0.0,5.0,,5.0,,4.0,,0.3,-0.92,
0.0,1.0,0.0,0.0,18.0,0.0,0.0,,6.0,,14.166666666666666,0.0,0.0,6.0,6.0,6.0,14.0,,16.2,0.3,,Graduate
0.0,1.0,0.0,1.0,36.0,0.0,0.0,7.0,9.0,1.0,,0.0,0.0,7.0,7.0,,0.0,0.0,12.7,3.7,-1.7,Dropout
0.0,1.0,0.0,1.0,18.0,0.0,0.0,5.0,12.0,4.0,,0.0,0.0,5.0,9.0,4.0,11.0,0.0,13.9,-0.3,0.79,Graduate
0.0,1.0,0.0,1.0,21.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,7.6,,0.32,Dropout
1.0,1.0,0.0,1.0,21.0,0.0,1.0,6.0,13.0,3.0,,0.0,1.0,,12.0,1.0,13.0,0.0,13.9,-0.3,0.79,Dropout
0.0,,0.0,0.0,18.0,,0.0,6.0,13.0,6.0,13.0,0.0,0.0,6.0,15.0,6.0,,0.0,11.1,0.6,2.02,
0.0,,0.0,0.0,18.0,0.0,0.0,5.0,7.0,4.0,,0.0,,5.0,5.0,4.0,11.25,0.0,9.4,-0.8,-3.12,Graduate
0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,7.0,6.0,12.766666666666666,0.0,0.0,7.0,7.0,6.0,12.766666666666666,0.0,7.6,2.6,0.32,Graduate
1.0,1.0,0.0,0.0,29.0,0.0,0.0,6.0,11.0,5.0,12.6,0.0,0.0,6.0,6.0,6.0,12.666666666666666,0.0,11.1,0.6,2.02,Graduate
0.0,1.0,0.0,1.0,20.0,0.0,,7.0,8.0,7.0,13.0,0.0,2.0,5.0,5.0,5.0,13.4,,11.1,0.6,2.02,Graduate
0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,7.0,6.0,,0.0,0.0,7.0,7.0,6.0,14.316666666666668,0.0,7.6,2.6,,Graduate
0.0,,0.0,0.0,19.0,,0.0,5.0,7.0,4.0,,0.0,0.0,5.0,5.0,5.0,12.0,0.0,10.8,1.4,1.74,Graduate
0.0,1.0,0.0,1.0,19.0,0.0,0.0,5.0,5.0,,13.4,0.0,0.0,,5.0,5.0,12.6,0.0,,1.4,3.51,Graduate
1.0,0.0,0.0,0.0,37.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,,8.9,1.4,,Dropout
,1.0,0.0,1.0,18.0,0.0,0.0,5.0,6.0,4.0,15.75,0.0,0.0,5.0,5.0,,,0.0,10.8,1.4,1.74,Graduate
0.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,9.0,5.0,12.4,0.0,0.0,6.0,11.0,1.0,,,,,-1.7,Dropout
,1.0,0.0,1.0,19.0,0.0,0.0,6.0,8.0,6.0,11.5,0.0,0.0,6.0,7.0,6.0,12.333333333333334,0.0,12.4,0.5,1.79,Graduate
0.0,,0.0,0.0,19.0,0.0,0.0,5.0,5.0,5.0,13.4,0.0,0.0,,5.0,5.0,14.0,0.0,9.4,-0.8,-3.12,Graduate
0.0,1.0,,1.0,35.0,0.0,0.0,5.0,9.0,3.0,11.666666666666666,0.0,0.0,5.0,7.0,5.0,11.8,0.0,12.7,3.7,,Enrolled
0.0,1.0,0.0,,30.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,Dropout
0.0,1.0,0.0,0.0,27.0,0.0,4.0,8.0,11.0,7.0,13.285714285714286,0.0,4.0,7.0,13.0,5.0,11.6,0.0,9.4,-0.8,-3.12,Dropout
0.0,1.0,0.0,1.0,45.0,0.0,0.0,6.0,10.0,4.0,11.5,0.0,0.0,6.0,16.0,2.0,10.5,0.0,7.6,2.6,0.32,Dropout
,1.0,0.0,1.0,50.0,0.0,3.0,9.0,11.0,8.0,13.25,0.0,2.0,7.0,8.0,7.0,11.714285714285714,0.0,12.7,3.7,,Graduate
0.0,1.0,0.0,0.0,41.0,0.0,8.0,14.0,,11.0,12.25,3.0,5.0,10.0,12.0,10.0,13.4,0.0,9.4,-0.8,,Graduate
0.0,1.0,0.0,0.0,26.0,0.0,0.0,7.0,8.0,6.0,12.0,0.0,0.0,7.0,8.0,6.0,12.0,0.0,7.6,2.6,0.32,Enrolled
0.0,1.0,0.0,0.0,44.0,0.0,0.0,6.0,10.0,1.0,12.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,11.1,0.6,2.02,Dropout
0.0,1.0,0.0,,23.0,0.0,10.0,15.0,15.0,13.0,10.923076923076923,0.0,5.0,10.0,10.0,,11.142857142857142,0.0,,2.8,-4.06,Graduate
0.0,1.0,0.0,0.0,34.0,0.0,10.0,12.0,12.0,10.0,12.0,0.0,,10.0,11.0,5.0,11.0,0.0,,0.6,2.02,Dropout
0.0,1.0,0.0,,21.0,0.0,0.0,,10.0,5.0,13.714285714285714,0.0,0.0,5.0,,5.0,14.4,0.0,11.1,0.6,2.02,Graduate
0.0,1.0,0.0,0.0,22.0,1.0,0.0,5.0,8.0,1.0,10.0,,0.0,5.0,8.0,2.0,13.0,0.0,7.6,2.6,0.32,
0.0,1.0,0.0,1.0,32.0,0.0,0.0,6.0,18.0,,10.333333333333334,0.0,0.0,6.0,7.0,6.0,11.5,0.0,,0.3,,Graduate
0.0,,0.0,0.0,20.0,1.0,,7.0,8.0,7.0,12.728571428571428,0.0,0.0,8.0,8.0,8.0,14.625,0.0,15.5,2.8,-4.06,Graduate
0.0,,0.0,0.0,59.0,0.0,10.0,15.0,22.0,12.0,13.333333333333334,0.0,8.0,8.0,8.0,8.0,12.875,0.0,10.8,1.4,1.74,Dropout
0.0,1.0,0.0,0.0,30.0,,6.0,11.0,20.0,9.0,12.22222222222222,0.0,3.0,9.0,16.0,9.0,11.6,0.0,8.9,1.4,3.51,Enrolled
0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,7.0,6.0,11.333333333333334,0.0,0.0,6.0,9.0,6.0,10.833333333333334,0.0,9.4,,-3.12,Graduate
1.0,1.0,1.0,0.0,25.0,0.0,0.0,5.0,8.0,4.0,11.0,0.0,0.0,5.0,7.0,4.0,12.0,0.0,7.6,,0.32,Enrolled
,1.0,1.0,0.0,36.0,0.0,0.0,5.0,,,13.8,0.0,0.0,5.0,6.0,,13.8,0.0,12.7,3.7,-1.7,Graduate
0.0,,1.0,0.0,36.0,0.0,0.0,7.0,16.0,1.0,12.0,0.0,0.0,7.0,13.0,0.0,0.0,1.0,11.1,0.6,2.02,Dropout
0.0,0.0,1.0,0.0,19.0,0.0,0.0,6.0,9.0,4.0,11.25,0.0,0.0,6.0,11.0,3.0,10.166666666666666,0.0,10.8,1.4,1.74,Dropout
0.0,1.0,1.0,,25.0,0.0,0.0,5.0,6.0,4.0,10.5,0.0,0.0,5.0,6.0,5.0,,0.0,9.4,-0.8,-3.12,Graduate
0.0,1.0,1.0,0.0,,0.0,17.0,18.0,20.0,18.0,11.555555555555555,0.0,11.0,13.0,13.0,13.0,11.615384615384617,,15.5,2.8,-4.06,Graduate
,,1.0,0.0,20.0,,0.0,6.0,13.0,1.0,14.0,,0.0,6.0,7.0,0.0,0.0,0.0,16.2,0.3,-0.92,Dropout
0.0,0.0,1.0,0.0,35.0,0.0,0.0,6.0,17.0,,13.0,0.0,0.0,6.0,,0.0,0.0,0.0,15.5,2.8,-4.06,Dropout
0.0,1.0,0.0,0.0,27.0,0.0,0.0,6.0,13.0,2.0,11.0,,,6.0,14.0,1.0,11.0,0.0,7.6,2.6,,Dropout
0.0,1.0,0.0,0.0,18.0,0.0,0.0,,8.0,7.0,13.68142857142857,0.0,0.0,8.0,8.0,7.0,13.68142857142857,0.0,10.8,1.4,1.74,Enrolled
0.0,1.0,0.0,0.0,23.0,0.0,0.0,7.0,,6.0,,0.0,0.0,7.0,7.0,6.0,,0.0,16.2,0.3,-0.92,Enrolled
,1.0,0.0,0.0,,0.0,0.0,6.0,8.0,4.0,10.5,0.0,0.0,6.0,,4.0,11.25,0.0,10.8,1.4,1.74,Graduate
0.0,1.0,0.0,1.0,18.0,0.0,0.0,,10.0,5.0,11.94,0.0,0.0,7.0,8.0,6.0,12.8,0.0,11.1,0.6,2.02,
,0.0,0.0,0.0,,0.0,0.0,7.0,11.0,4.0,12.86,0.0,0.0,7.0,10.0,5.0,11.566666666666668,0.0,12.4,0.5,1.79,Dropout
0.0,,,0.0,19.0,0.0,0.0,6.0,10.0,6.0,14.25,0.0,0.0,6.0,,6.0,14.0,0.0,16.2,0.3,-0.92,Graduate
0.0,0.0,,0.0,19.0,0.0,0.0,7.0,0.0,,0.0,0.0,,8.0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,Dropout
0.0,1.0,0.0,0.0,18.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,13.9,-0.3,,Dropout
0.0,1.0,0.0,1.0,19.0,0.0,0.0,7.0,7.0,7.0,13.894285714285711,0.0,0.0,8.0,8.0,8.0,14.3625,0.0,11.1,0.6,2.02,Graduate
0.0,,0.0,1.0,19.0,0.0,0.0,,8.0,7.0,13.46875,0.0,0.0,8.0,8.0,8.0,13.31375,0.0,15.5,2.8,-4.06,Graduate
0.0,1.0,0.0,1.0,19.0,,,5.0,5.0,5.0,13.6,0.0,0.0,5.0,5.0,,14.6,,10.8,1.4,1.74,Graduate
0.0,1.0,0.0,1.0,21.0,0.0,,6.0,,6.0,14.666666666666666,0.0,2.0,6.0,,,,,12.4,,1.79,
0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,13.666666666666666,0.0,0.0,6.0,7.0,6.0,13.0,0.0,,2.8,-4.06,Graduate
0.0,1.0,0.0,,33.0,,9.0,12.0,22.0,10.0,13.3,0.0,9.0,11.0,11.0,11.0,13.727272727272728,0.0,9.4,-0.8,-3.12,Graduate
,1.0,0.0,0.0,,,7.0,,13.0,11.0,13.454545454545457,0.0,5.0,11.0,13.0,7.0,12.428571428571429,0.0,12.7,3.7,-1.7,Graduate
0.0,,,1.0,17.0,0.0,0.0,8.0,8.0,8.0,,0.0,0.0,8.0,8.0,8.0,13.41625,0.0,9.4,-0.8,-3.12,Graduate
0.0,1.0,,0.0,31.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,Dropout
0.0,,0.0,1.0,32.0,0.0,0.0,6.0,6.0,6.0,11.333333333333334,0.0,0.0,6.0,,5.0,13.0,0.0,15.5,2.8,-4.06,Graduate
0.0,1.0,0.0,0.0,,,,6.0,8.0,,16.0,0.0,,6.0,10.0,6.0,14.625,0.0,11.1,0.6,2.02,Dropout
1.0,1.0,0.0,0.0,,0.0,2.0,6.0,8.0,5.0,11.0,0.0,4.0,6.0,12.0,6.0,10.166666666666666,0.0,8.9,1.4,3.51,Enrolled
,1.0,1.0,0.0,20.0,0.0,,,8.0,6.0,12.857142857142858,0.0,0.0,6.0,9.0,5.0,12.4,0.0,8.9,1.4,,Enrolled
0.0,0.0,1.0,0.0,40.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,10.8,1.4,,Dropout
0.0,,1.0,0.0,32.0,0.0,0.0,5.0,5.0,,14.8,,0.0,5.0,,5.0,,0.0,7.6,2.6,0.32,Graduate
0.0,0.0,1.0,,40.0,0.0,1.0,5.0,7.0,1.0,13.0,,2.0,5.0,5.0,2.0,14.0,0.0,12.7,,-1.7,Dropout
,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,16.2,0.3,-0.92,Graduate
1.0,0.0,1.0,0.0,28.0,0.0,4.0,9.0,14.0,4.0,10.0,0.0,1.0,6.0,6.0,1.0,10.0,0.0,12.7,3.7,-1.7,Dropout
1.0,1.0,1.0,0.0,19.0,0.0,0.0,6.0,11.0,5.0,,0.0,0.0,6.0,,6.0,12.0,0.0,9.4,-0.8,,Graduate
0.0,1.0,1.0,1.0,19.0,0.0,0.0,6.0,8.0,6.0,11.833333333333334,0.0,0.0,6.0,11.0,3.0,13.0,0.0,,2.8,-4.06,Graduate
,1.0,1.0,0.0,21.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,0.0,10.8,,1.74,Dropout
0.0,1.0,1.0,0.0,22.0,0.0,,5.0,8.0,2.0,10.5,0.0,0.0,5.0,10.0,0.0,0.0,0.0,7.6,2.6,0.32,Dropout
0.0,0.0,1.0,,18.0,0.0,0.0,5.0,8.0,5.0,12.5,0.0,0.0,5.0,7.0,5.0,13.571428571428571,0.0,12.4,,1.79,Dropout
0.0,1.0,,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.4,-0.8,,Dropout
0.0,1.0,1.0,0.0,19.0,0.0,4.0,10.0,10.0,5.0,11.0,0.0,2.0,7.0,8.0,2.0,,0.0,8.9,1.4,3.51,Enrolled
0.0,1.0,1.0,0.0,30.0,0.0,6.0,10.0,14.0,9.0,12.333333333333334,0.0,7.0,10.0,12.0,8.0,12.0,0.0,9.4,-0.8,,Graduate
0.0,1.0,1.0,0.0,28.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,6.0,8.0,1.0,10.0,1.0,16.2,0.3,-0.92,Dropout
1.0,1.0,,1.0,34.0,,0.0,5.0,14.0,1.0,17.0,0.0,0.0,5.0,10.0,2.0,11.0,0.0,9.4,-0.8,-3.12,Enrolled
0.0,1.0,1.0,0.0,21.0,0.0,0.0,5.0,5.0,5.0,11.0,0.0,,5.0,11.0,3.0,11.428571428571429,0.0,10.8,1.4,,Enrolled
0.0,1.0,1.0,1.0,20.0,0.0,0.0,6.0,11.0,5.0,11.142857142857142,,0.0,6.0,9.0,6.0,11.571428571428571,0.0,16.2,0.3,-0.92,Graduate
0.0,0.0,1.0,0.0,31.0,0.0,3.0,8.0,19.0,5.0,12.166666666666666,0.0,3.0,7.0,12.0,5.0,12.0,0.0,,2.6,0.32,Dropout
1.0,0.0,1.0,0.0,21.0,0.0,0.0,5.0,9.0,2.0,11.0,0.0,0.0,5.0,8.0,2.0,11.5,2.0,7.6,2.6,0.32,Dropout
0.0,0.0,1.0,0.0,27.0,0.0,0.0,5.0,8.0,1.0,11.0,0.0,,5.0,6.0,3.0,10.666666666666666,1.0,7.6,2.6,0.32,Dropout
0.0,1.0,1.0,0.0,19.0,0.0,0.0,,,4.0,13.25,0.0,0.0,6.0,13.0,,11.8,0.0,7.6,2.6,0.32,Graduate
0.0,1.0,1.0,0.0,21.0,,,6.0,,0.0,,0.0,0.0,6.0,11.0,1.0,10.0,0.0,10.8,1.4,1.74,Enrolled
0.0,0.0,,0.0,21.0,0.0,0.0,6.0,17.0,2.0,12.5,,0.0,6.0,10.0,0.0,0.0,,16.2,0.3,-0.92,Dropout
0.0,,1.0,0.0,,0.0,6.0,10.0,10.0,7.0,12.142857142857142,0.0,,9.0,,4.0,12.25,0.0,7.6,2.6,0.32,Dropout
0.0,1.0,1.0,0.0,28.0,0.0,0.0,5.0,8.0,3.0,12.0,0.0,0.0,,10.0,3.0,11.333333333333334,,7.6,2.6,0.32,Dropout
0.0,1.0,1.0,0.0,24.0,0.0,0.0,6.0,6.0,4.0,11.25,0.0,0.0,6.0,9.0,4.0,10.428571428571429,0.0,10.8,1.4,1.74,Enrolled
0.0,0.0,1.0,0.0,19.0,0.0,0.0,,8.0,0.0,,1.0,0.0,6.0,0.0,,0.0,0.0,9.4,-0.8,-3.12,
1.0,0.0,1.0,,20.0,0.0,0.0,6.0,7.0,5.0,12.4,0.0,,6.0,8.0,4.0,13.0,,13.9,-0.3,0.79,Enrolled
0.0,1.0,1.0,1.0,20.0,0.0,0.0,,6.0,6.0,12.833333333333334,0.0,0.0,6.0,8.0,6.0,12.666666666666666,2.0,16.2,0.3,-0.92,Graduate
0.0,1.0,1.0,0.0,19.0,0.0,0.0,5.0,7.0,1.0,13.0,,0.0,5.0,7.0,2.0,10.0,,9.4,-0.8,-3.12,
1.0,0.0,1.0,0.0,37.0,0.0,5.0,,7.0,5.0,12.0,0.0,3.0,7.0,7.0,,11.666666666666666,0.0,,,3.51,Dropout
0.0,1.0,1.0,0.0,19.0,0.0,0.0,6.0,13.0,2.0,12.0,,,6.0,12.0,1.0,13.0,0.0,,2.6,,Dropout
0.0,1.0,1.0,,36.0,,0.0,7.0,18.0,0.0,,,0.0,7.0,7.0,0.0,0.0,0.0,13.9,,0.79,Dropout
0.0,1.0,1.0,0.0,29.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,-0.8,-3.12,Dropout
0.0,1.0,1.0,0.0,30.0,0.0,0.0,6.0,10.0,6.0,,0.0,0.0,6.0,10.0,5.0,,0.0,13.9,-0.3,0.79,
1.0,1.0,1.0,0.0,32.0,0.0,1.0,6.0,15.0,2.0,12.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,11.1,0.6,,Dropout
0.0,1.0,1.0,0.0,26.0,0.0,0.0,6.0,,6.0,11.833333333333334,0.0,0.0,6.0,6.0,6.0,11.666666666666666,0.0,10.8,1.4,,Enrolled
0.0,,1.0,0.0,37.0,0.0,0.0,6.0,17.0,1.0,12.0,0.0,0.0,6.0,23.0,2.0,10.5,,16.2,0.3,-0.92,Dropout
0.0,1.0,1.0,0.0,27.0,0.0,1.0,6.0,7.0,3.0,12.0,0.0,2.0,6.0,7.0,2.0,11.0,0.0,13.9,-0.3,0.79,
0.0,1.0,1.0,1.0,,0.0,0.0,,7.0,6.0,12.714285714285714,0.0,0.0,6.0,8.0,5.0,11.833333333333334,0.0,13.9,,0.79,Graduate
0.0,1.0,1.0,1.0,18.0,0.0,0.0,8.0,8.0,8.0,15.3,,0.0,8.0,8.0,8.0,15.3,0.0,9.4,-0.8,,
,0.0,1.0,0.0,32.0,0.0,2.0,8.0,12.0,2.0,11.5,2.0,0.0,7.0,9.0,0.0,0.0,0.0,,,-4.06,Dropout
0.0,1.0,,0.0,20.0,,0.0,5.0,12.0,1.0,13.0,0.0,0.0,5.0,8.0,3.0,12.6,0.0,12.4,,1.79,Enrolled
0.0,,,0.0,22.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,16.2,0.3,-0.92,Dropout
0.0,1.0,0.0,0.0,32.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,,8.0,0.0,0.0,0.0,0.0,12.4,0.5,1.79,Dropout
0.0,,0.0,0.0,21.0,,0.0,5.0,8.0,4.0,11.0,0.0,0.0,5.0,8.0,5.0,12.0,0.0,7.6,2.6,0.32,Enrolled
0.0,0.0,0.0,0.0,19.0,0.0,0.0,6.0,7.0,3.0,12.666666666666666,0.0,0.0,6.0,10.0,5.0,13.125,0.0,10.8,1.4,,Dropout
0.0,1.0,0.0,,18.0,,0.0,6.0,6.0,6.0,13.5,0.0,0.0,6.0,6.0,6.0,14.0,0.0,8.9,1.4,3.51,Graduate
0.0,1.0,0.0,1.0,18.0,,0.0,5.0,7.0,5.0,12.0,0.0,0.0,5.0,10.0,5.0,11.4,0.0,,1.4,3.51,Graduate
1.0,0.0,0.0,0.0,38.0,0.0,0.0,,6.0,0.0,,0.0,0.0,5.0,,0.0,,0.0,15.5,2.8,-4.06,Dropout
0.0,,0.0,0.0,21.0,0.0,0.0,6.0,8.0,5.0,11.8,,0.0,6.0,8.0,4.0,10.5,0.0,7.6,2.6,,Dropout
0.0,0.0,0.0,,21.0,0.0,0.0,6.0,12.0,2.0,11.5,0.0,0.0,6.0,13.0,1.0,13.0,0.0,9.4,-0.8,,Dropout
0.0,1.0,1.0,0.0,26.0,0.0,0.0,5.0,11.0,2.0,11.5,0.0,0.0,5.0,10.0,3.0,12.0,0.0,7.6,2.6,0.32,Enrolled
0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,7.0,6.0,14.616666666666667,0.0,0.0,7.0,7.0,6.0,14.616666666666667,0.0,7.6,2.6,0.32,Graduate
0.0,1.0,0.0,1.0,19.0,0.0,0.0,8.0,8.0,,14.06,0.0,0.0,8.0,8.0,7.0,14.06,0.0,10.8,1.4,1.74,Enrolled
1.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,9.0,,11.0,0.0,0.0,6.0,12.0,3.0,11.333333333333334,0.0,7.6,2.6,0.32,Dropout
0.0,1.0,0.0,0.0,25.0,0.0,0.0,5.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,Dropout
0.0,,0.0,0.0,19.0,0.0,6.0,14.0,22.0,7.0,12.192307692307692,5.0,6.0,14.0,,7.0,,5.0,7.6,2.6,0.32,
0.0,1.0,,1.0,18.0,0.0,0.0,,6.0,6.0,12.833333333333334,0.0,0.0,6.0,7.0,6.0,12.333333333333334,0.0,13.9,-0.3,0.79,Graduate
0.0,1.0,,1.0,19.0,0.0,0.0,5.0,8.0,5.0,,,0.0,5.0,,5.0,11.833333333333334,0.0,13.9,-0.3,0.79,Graduate
0.0,1.0,0.0,1.0,22.0,,0.0,6.0,6.0,6.0,12.166666666666666,0.0,,,6.0,,12.5,0.0,12.4,0.5,1.79,
0.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,11.0,6.0,,0.0,0.0,6.0,12.0,6.0,12.857142857142858,,,2.8,-4.06,Graduate
0.0,,0.0,1.0,,0.0,0.0,6.0,6.0,6.0,14.5,0.0,0.0,6.0,,6.0,14.666666666666666,0.0,8.9,1.4,3.51,Graduate
0.0,1.0,0.0,1.0,,0.0,0.0,7.0,7.0,7.0,12.142857142857142,0.0,0.0,,7.0,7.0,,0.0,11.1,0.6,2.02,Graduate
,1.0,0.0,,19.0,0.0,0.0,5.0,,4.0,11.25,0.0,0.0,5.0,10.0,3.0,11.714285714285714,0.0,10.8,1.4,1.74,Enrolled
0.0,1.0,,,,0.0,0.0,7.0,7.0,6.0,13.9,0.0,,7.0,7.0,6.0,13.9,0.0,7.6,2.6,0.32,Graduate
0.0,1.0,0.0,0.0,26.0,0.0,0.0,7.0,12.0,3.0,13.766666666666666,0.0,0.0,7.0,11.0,3.0,12.066666666666668,0.0,13.9,-0.3,0.79,Dropout
0.0,1.0,0.0,0.0,31.0,0.0,13.0,15.0,17.0,13.0,11.615384615384617,0.0,11.0,14.0,,,12.545454545454543,0.0,7.6,2.6,0.32,Dropout
,1.0,0.0,1.0,,0.0,0.0,6.0,6.0,6.0,15.166666666666666,0.0,0.0,6.0,,6.0,14.142857142857142,0.0,11.1,0.6,2.02,Graduate
0.0,1.0,0.0,0.0,35.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,,5.0,5.0,0.0,0.0,0.0,11.1,0.6,2.02,Dropout
,1.0,0.0,0.0,19.0,0.0,0.0,5.0,10.0,2.0,14.5,1.0,0.0,5.0,9.0,3.0,11.333333333333334,0.0,12.7,3.7,-1.7,Enrolled
0.0,,0.0,,19.0,0.0,0.0,,9.0,5.0,10.8,0.0,0.0,6.0,8.0,6.0,10.714285714285714,0.0,15.5,2.8,-4.06,Graduate
0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,7.0,7.0,13.995714285714287,0.0,0.0,8.0,9.0,8.0,14.955555555555556,0.0,11.1,0.6,2.02,Graduate
0.0,,0.0,,20.0,,0.0,6.0,8.0,6.0,13.285714285714286,0.0,,6.0,16.0,6.0,11.8,0.0,12.4,0.5,1.79,Graduate
,1.0,0.0,1.0,19.0,,6.0,12.0,12.0,12.0,,0.0,4.0,11.0,16.0,11.0,13.25,0.0,8.9,1.4,3.51,Graduate
0.0,1.0,0.0,1.0,,0.0,0.0,6.0,15.0,2.0,10.5,0.0,0.0,6.0,8.0,5.0,12.4,0.0,10.8,,1.74,Enrolled
1.0,1.0,0.0,1.0,18.0,0.0,,7.0,7.0,7.0,12.714285714285714,0.0,0.0,7.0,7.0,7.0,12.285714285714286,0.0,16.2,0.3,-0.92,Graduate
0.0,1.0,0.0,0.0,23.0,0.0,0.0,8.0,8.0,8.0,12.88625,0.0,,8.0,8.0,8.0,12.88625,0.0,9.4,-0.8,-3.12,Graduate
0.0,1.0,0.0,1.0,21.0,0.0,0.0,6.0,7.0,5.0,13.0,0.0,0.0,6.0,6.0,6.0,,0.0,16.2,0.3,-0.92,Graduate
0.0,1.0,,1.0,19.0,0.0,0.0,5.0,7.0,5.0,12.2,0.0,,5.0,6.0,5.0,11.2,,11.1,0.6,,Graduate
0.0,1.0,0.0,0.0,19.0,0.0,0.0,,8.0,4.0,12.8,0.0,0.0,5.0,10.0,3.0,14.5,0.0,,1.4,1.74,Enrolled
0.0,1.0,0.0,0.0,20.0,0.0,7.0,11.0,15.0,11.0,13.785714285714286,0.0,4.0,9.0,,9.0,13.88888888888889,0.0,8.9,1.4,3.51,Graduate
0.0,1.0,,0.0,18.0,0.0,0.0,5.0,5.0,,0.0,0.0,0.0,,9.0,4.0,13.25,2.0,16.2,0.3,-0.92,Enrolled
0.0,1.0,0.0,1.0,18.0,0.0,0.0,8.0,8.0,8.0,,0.0,0.0,8.0,8.0,8.0,14.50125,0.0,9.4,-0.8,-3.12,Graduate
0.0,1.0,,0.0,19.0,0.0,0.0,7.0,7.0,6.0,14.35,0.0,0.0,,7.0,6.0,14.35,0.0,7.6,2.6,0.32,Graduate
0.0,1.0,0.0,1.0,,0.0,0.0,6.0,6.0,6.0,11.5,0.0,0.0,,6.0,6.0,12.333333333333334,0.0,9.4,-0.8,-3.12,Graduate
,1.0,0.0,1.0,18.0,0.0,0.0,6.0,8.0,,11.714285714285714,0.0,0.0,6.0,6.0,,14.666666666666666,0.0,12.7,3.7,-1.7,Graduate
,1.0,0.0,0.0,,0.0,0.0,6.0,9.0,6.0,13.571428571428571,0.0,0.0,6.0,,5.0,13.6,,15.5,2.8,-4.06,Enrolled
0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,5.0,13.0,0.0,0.0,6.0,,6.0,13.666666666666666,0.0,12.7,3.7,-1.7,
